transaction_id,amount,merchant,timestamp,fraudulent
c2c6115a-0b42-4295-b0b4-d122d5ceee0d,403,Edwards Group,2024-01-18 12:22:48,False
8d5eb536-a4c6-406f-b857-296baf7c43be,577,Mosley and Sons,2024-01-17 00:52:34,False
52f38c98-8bd2-4523-9ab2-4130fc109e3a,912,Lane-Lewis,2024-01-19 22:37:42,True
b7a44b39-5423-42ce-a188-b73ac98a73c2,430,Bennett LLC,2024-01-01 14:49:26,False
429f71ea-d320-45f7-bd62-b46716bef3dc,438,Anderson and Sons,2024-01-07 16:54:28,False
d10f2f12-5851-4589-a2c9-0322a835e481,596,Contreras-Flores,2024-01-03 07:04:15,False
160cf187-5696-40ca-bc59-5b0f52642558,167,Melton-Marshall,2024-01-09 23:44:25,False
79bf9fcf-a810-4a83-82c5-9c5e39556be2,584,Roman and Sons,2024-01-11 14:35:40,True
c8dbd77e-19d6-4a8b-8a43-41d2903c9841,167,Jacobs and Sons,2024-01-05 11:34:22,True
c8c4289e-1f64-4b74-8370-743a0b3ab214,992,Morris LLC,2024-01-17 10:30:48,True
b57decea-00f4-42a4-92dc-5165e105cd61,559,Grant-Miller,2024-01-19 17:41:08,False
40801dfd-f460-4aa1-974e-cc2c3285bc74,746,Castaneda and Sons,2024-01-15 05:29:06,False
433846e7-e224-4ba2-8f03-6c128b63fcb5,678,Johnson-Bishop,2024-01-06 00:55:18,False
d81b35ac-b78c-4f30-bbbd-c62acd774bb4,698,Bennett-Mccarthy,2024-01-01 15:01:44,False
b721265c-0dba-41af-a635-bfb17503a515,98,"Lee, Erickson and Molina",2024-01-04 06:31:15,True
16115e25-ce08-4d42-83bb-92ff96f600bb,25,Thompson-Gallegos,2024-01-08 15:14:47,False
ffa367ea-20fa-44a2-a7ae-5892214d36d6,868,Gray-Ochoa,2024-01-12 23:09:25,False
e72e689e-5cf3-4428-a9ec-e16a1ca65899,346,Houston-Thompson,2024-01-15 16:49:55,True
6550bf64-5428-4a4e-a7e0-49ddb50fbbc1,513,Davis Inc,2024-01-16 19:20:01,False
3acc2200-01e4-4a01-901d-23ea1541a628,939,"Hess, Bell and Johnson",2024-01-17 13:36:40,True
70f3a70f-4a6b-4102-a362-d8c0fcc4e63b,692,Castillo-Dalton,2024-01-19 08:02:21,False
611e637a-6ba6-4bc9-a909-b14711433343,299,Terry Ltd,2024-01-04 05:07:03,False
c84ef46f-5594-4b25-9f9e-9d4ab7593420,742,"Wright, Benson and Williams",2024-01-16 17:00:51,True
15c09c86-cf01-4569-b026-d8520c98da20,78,Green-Taylor,2024-01-04 12:11:38,True
8f2338e2-b57a-4340-a07e-083d21869abb,830,Perez-Evans,2024-01-18 19:45:51,False
54b8e6f9-5c4e-4f76-a70d-ee6340144446,556,"Stewart, Hall and Scott",2024-01-15 07:08:27,False
38ce0f71-cf50-4ebf-9645-1a90ec1c80d2,918,Gonzalez Group,2024-01-09 17:43:09,False
6f49f412-594a-4411-ba34-fb8433ce4553,814,Parks Inc,2024-01-18 01:42:25,False
5d1d0c28-67e6-4977-9fde-e16ba55b08b6,29,Bauer-Jones,2024-01-18 00:15:26,True
532bcb02-e344-4bf1-b26d-163ea15d7ec4,621,Davis and Sons,2024-01-10 08:10:35,False
b6c78b56-8b32-4484-8299-c02e102f24ae,12,Frazier-Liu,2024-01-14 16:34:08,True
55486ac7-b757-4405-a21d-2d4de8b2db4f,163,Clarke-Nichols,2024-01-18 05:52:19,False
1aefd13c-afcc-4d1f-bb81-a23ce9891a38,536,Dickson-Reeves,2024-01-14 03:04:19,True
59c5d328-90d5-4c32-9a66-e08873b655ab,824,Smith-Moore,2024-01-10 20:57:31,True
ad2a58a0-5591-4700-a749-b06cdb3afa96,354,Clark and Sons,2024-01-08 09:14:34,True
d612d06d-64df-49ef-955a-95f422371e5e,9,Flores Inc,2024-01-05 04:23:39,False
37aa0cbf-3ea9-4264-bbe4-9d09feef74a7,777,Taylor-Moore,2024-01-16 08:05:06,True
91b194ab-09cb-45fb-9935-49773245c984,723,Rios and Sons,2024-01-06 15:13:30,False
fed505ab-d31c-4166-a643-9006b1cd18d1,31,Henson-Hernandez,2024-01-07 23:00:30,False
2c9fc7ed-abdf-45f8-ad53-ed4dac5a4607,360,Moore-Kaufman,2024-01-07 07:57:27,False
77c6041b-c0a8-4213-9e5d-3694059130e4,130,Archer Ltd,2024-01-07 22:42:23,False
191a5322-0351-4da2-bfca-82aacb939470,787,Johnson-Perez,2024-01-09 07:19:09,True
c2040063-6eab-4dfb-b3ce-e8eae4eef22f,426,Moore PLC,2024-01-07 19:14:25,False
413d58a4-4116-4055-ad9d-d61a8a0ace1b,578,Nixon-Gray,2024-01-04 08:59:20,False
34ce0619-f73a-4727-bff4-94bef5fe7d96,251,"Cole, Weber and Patel",2024-01-08 23:54:07,False
aeb16b45-9806-4284-bc7f-97a97f843c40,615,Cain-Fisher,2024-01-02 15:22:19,True
1de67e57-46bc-4f4e-bc6d-fbaed0b726fd,224,"Anderson, Perez and Campbell",2024-01-11 02:49:24,True
057f8618-a308-43b0-8245-855ff30a39bb,3,Berg-Johnson,2024-01-11 00:24:51,True
288517fd-4d41-4e19-add1-e342c041be4b,444,Smith Ltd,2024-01-04 20:36:55,False
5c1c3f8c-e0d0-46d0-a820-55d23e1805cb,530,Harrison-Haynes,2024-01-05 14:08:33,True
f4a80e98-6ea6-47d1-be46-860808fee5ad,34,"Lutz, Wright and Diaz",2024-01-05 07:53:44,True
16b07d6f-0350-4f1a-9f16-e86aa24018d4,991,Thomas Inc,2024-01-09 08:38:32,True
81e90b2b-3f97-4c50-b65c-0e9d3b90a911,714,Higgins Ltd,2024-01-04 15:29:40,False
8b61d81e-e27d-4c73-a190-433ded2024a9,255,"Ortiz, Brennan and Myers",2024-01-09 04:25:53,True
9b9e153f-56fd-4691-acd3-89867d49e422,70,"Perry, Price and Hunter",2024-01-03 07:59:18,False
86c3285b-94d9-4c3b-bb70-580c9ba61ccb,292,"Jackson, Pineda and Miller",2024-01-06 22:37:22,True
96cfa15c-b636-4594-9c86-0ec0930b0d65,9,Thomas PLC,2024-01-06 21:19:49,False
ba5696cf-a248-43a6-8ce6-f11a3843e8b3,550,Estes-Mercer,2024-01-08 03:10:35,True
92f9e5e7-5837-4d87-8002-82bf508915f2,501,Logan and Sons,2024-01-17 07:18:56,False
e6e5e439-d1b7-4310-bef5-ec1f859cd160,337,"Barnes, Harris and Rodriguez",2024-01-13 09:36:33,True
2afc20f3-06ac-4642-a6c3-358ec465b89b,685,Moore and Sons,2024-01-05 18:48:06,True
c7fbf235-1e6d-47f3-af6a-106bfc869a0e,300,Carter-Lee,2024-01-12 16:52:03,False
bbc51fb3-7ecd-427e-8f4a-fced5a538406,341,Brock and Sons,2024-01-04 16:51:26,True
cb9a28d5-3e33-4308-a847-4570125abbcd,197,"Howard, Hughes and Arias",2024-01-02 19:51:07,True
c39e4eb3-3374-4d29-8b86-f39c2451c3fa,860,"Collins, Martinez and Cook",2024-01-18 01:08:49,False
473f8338-28ea-4630-9b36-49daa16695ec,696,Davis Ltd,2024-01-09 08:49:02,True
78ed3a14-a569-48e0-b75a-6485bd550a96,559,"Cole, Vang and Miller",2024-01-03 02:47:36,False
0d1b6220-4124-44d6-8965-780f628d7f2b,646,Rose Inc,2024-01-01 07:57:14,False
d4413a33-839a-4caf-9032-266c9ceecf24,962,Baker-Banks,2024-01-16 07:08:30,True
052288a9-2bc2-4319-a1a7-7918b2983669,878,Davis-Hoffman,2024-01-14 01:20:02,True
e5f51410-b3a1-4b4d-a6c4-284c19bbdc1b,153,"Mcknight, Briggs and Pearson",2024-01-16 05:30:30,False
f21c3a42-09cd-4343-94d1-18c3f4a1cb8a,151,Benton Ltd,2024-01-19 22:33:25,True
0cf5bb08-63bb-4086-a2dc-1efc28b2d667,986,Avery PLC,2024-01-05 22:14:09,False
532db75e-6bf7-42f7-8d75-05fc6bf68fcd,302,Wells and Sons,2024-01-01 22:15:22,True
0c62437a-c3bb-42e8-9e16-ec4ca0004765,622,Watson PLC,2024-01-06 05:18:06,True
0710f960-bfc8-4cca-a0f9-d9181dfe19ab,86,Barr-Craig,2024-01-01 14:25:32,True
bb33da39-1cac-4725-bc49-0393616cbf3f,569,"Moore, Peterson and Cox",2024-01-11 21:10:37,False
67202ec1-b634-4203-bb05-1e48e5954713,45,"Howell, Stephenson and Kelly",2024-01-13 08:34:26,False
29fcc820-a05b-4eae-bc0a-ad4f3e7e07d0,970,"Williams, Kirk and Young",2024-01-04 12:27:41,False
5559fd08-eda4-483c-8efb-053971b91c35,136,Waters-Grant,2024-01-09 01:56:29,True
805f62b6-1e4a-4e09-85ec-cb681525fa1c,622,Bell-Kennedy,2024-01-08 11:22:02,True
d8aa2707-0e1a-4ee7-ae6c-4d40462a55fa,576,"Smith, Johnson and King",2024-01-03 15:14:05,True
996c461a-23a5-4eba-960e-e546fd3c3afa,550,Werner Inc,2024-01-12 01:35:21,False
21e37b4b-dc71-462b-a772-d0cb87b841db,418,Murphy and Sons,2024-01-11 10:41:07,False
429a2f1d-9196-4710-9094-e8f04348c636,241,Robertson-Ward,2024-01-04 00:12:18,True
3305d317-50d1-45d4-adf7-6fb9079c729e,780,"Sanchez, Butler and Sanchez",2024-01-09 04:10:37,False
047bd1a9-d447-40e3-b004-828ebce43b45,920,Silva-Baker,2024-01-13 16:48:14,True
1f2f7b55-3413-444d-b6f9-8cd6270dc026,288,Morales LLC,2024-01-08 15:00:33,False
f21413a6-8c11-440d-afc2-e113e1860eb0,546,Murray-Orr,2024-01-03 02:14:51,False
ad4fc703-aacb-49df-8cbf-1102e1a23a6c,333,Collier-Ramirez,2024-01-01 07:05:54,True
7d6c72c3-85dd-4588-b6f1-3def8ab46390,612,Mccarthy-Franco,2024-01-02 05:36:22,True
4570e3ed-92b5-4034-b8fd-abc2039faeac,734,Morales Group,2024-01-12 20:43:38,True
4594756e-f5d2-480b-813e-74781b8a96e5,49,Wallace-Bright,2024-01-12 06:24:59,True
90ff0092-86a3-4af3-9d38-1fc87cb5f95d,325,Compton-Lewis,2024-01-03 19:48:29,False
213cd696-c653-4dcd-a833-c4299d61eda5,35,Daniel and Sons,2024-01-16 13:31:13,False
4bb7daca-4a8b-446b-8a1c-2e0cea87de17,292,Cook-Murphy,2024-01-12 21:08:07,False
f6726dd2-e2f4-45da-888d-e2a63c3df5b8,722,Hill-Fletcher,2024-01-19 17:29:42,True
16f99b64-4697-4361-a08e-a9d711ee5e18,296,"Lopez, Reynolds and Jones",2024-01-04 11:53:54,True
c6bbf8e0-1791-46cd-8bac-255344da152d,540,Olson Group,2024-01-03 12:07:34,True
8748e2bf-ddff-4536-8c7a-19e74c30aa66,688,Phillips Group,2024-01-03 11:39:37,True
168b3ef5-a75d-40e1-8366-537c78df1b95,998,Williams LLC,2024-01-02 22:57:01,False
cbd40b56-47e9-4bf4-a14b-858749e29155,589,Hayes-Weaver,2024-01-11 03:58:57,False
5b046a60-cf25-437c-a98b-71d72e7996c7,544,Harris-Morton,2024-01-16 16:40:09,True
23fcd8a5-e0ca-40c7-8fc2-9a5bfa69b9ae,795,"Cruz, Lowe and Sexton",2024-01-12 13:29:19,False
8942e191-3590-432a-80bc-f2e3db0e4335,591,Moore-Jackson,2024-01-09 05:52:54,False
03ee7ab9-df71-4ea3-bed0-993774661a2b,438,French-Farmer,2024-01-03 00:47:40,True
d439b15a-751f-49dc-88bb-b5bad17ff6a2,936,"Harrison, Johnson and Lucas",2024-01-01 07:56:52,False
1252aa99-ee86-4adf-b65c-4e411486dac0,265,"Kelly, Humphrey and Powell",2024-01-10 19:44:40,False
32cf7b12-53a8-4623-a23a-92e5203fa40f,113,Cooper Group,2024-01-17 14:38:33,True
5e57d5f8-bd9b-4a8e-978b-2229d68a7149,301,"Smith, Hernandez and Williams",2024-01-07 04:24:07,False
e5576328-c120-4266-9ec5-1fecaa3ac828,684,Woodard Inc,2024-01-17 09:41:59,False
a345503e-5912-4ed8-a477-0205b541f3ba,394,"Hughes, Flores and Howell",2024-01-06 18:04:55,False
63e3f0d2-5298-4f21-9107-7f52f27cb477,489,Kaufman-Pena,2024-01-18 07:12:09,False
918c4e94-dda7-44db-821c-85224b478433,544,Cook LLC,2024-01-08 09:44:06,False
e6828ee2-1b59-4115-b79f-39c3f897bbd5,925,"Munoz, Benjamin and Flores",2024-01-09 08:56:57,False
9422a955-1b2f-455d-b246-4490984faece,473,"Ellis, Webb and Butler",2024-01-17 03:30:20,True
f0f6fe23-4157-42c4-b773-33cac7eda592,745,Vaughan-Moore,2024-01-18 18:32:37,False
01ccafc0-e040-4a14-8a09-98fa839a2a79,131,Smith LLC,2024-01-16 04:16:09,True
cb49d9e2-7694-41e7-a462-fbf1525369cc,346,"Cook, Carr and Mueller",2024-01-14 14:31:31,True
6a29b42f-e6a3-4fb3-93a6-1b6dac07adf9,391,Benitez-Williams,2024-01-04 05:26:50,True
4bc9b992-80ed-4b7d-be47-69d7f1049d39,354,"Montgomery, Rush and Carter",2024-01-17 14:20:16,True
cd63522e-a3e6-4718-8409-8bb5063e095b,142,"Poole, Castillo and Boyle",2024-01-11 08:50:34,True
3900dd5e-f74d-4f7f-b2c5-f44c5f53644e,623,"Smith, Boone and Hanson",2024-01-15 11:09:40,True
b8a5f89c-d0c6-4313-a263-2cd37e622afd,545,Bates Inc,2024-01-01 08:06:13,False
10f79d8d-3cfb-43ee-a704-75669554d7a2,439,"Jackson, Moore and Cummings",2024-01-14 03:32:42,True
3cf853fb-abc1-45b1-96e5-493889e62fc0,541,Williams PLC,2024-01-01 15:38:34,False
ca9fecd4-5a0a-404f-8d99-b684ae89f6fa,384,Carter-Anderson,2024-01-08 14:32:56,False
0aa4788d-0079-4567-aa12-7f33091695ff,739,"Jimenez, Murray and Underwood",2024-01-15 16:38:58,True
4f899c34-e8fa-4fac-8668-19fb044a394c,777,Jenkins-Sutton,2024-01-02 12:07:28,True
0140b555-bf4d-4e95-bd57-fcdd1927b9fc,693,Ho Ltd,2024-01-06 19:53:35,False
3ca0ad53-3ba2-4b08-80cf-26321b215e18,287,Rivers Ltd,2024-01-08 22:47:23,True
a9b638ea-dc15-4020-92a4-62e582ddc0b9,718,Bowman LLC,2024-01-18 04:31:59,True
7a895219-503e-432b-9a1e-03d9cad61dbb,881,Brown and Sons,2024-01-05 03:47:02,True
bb70cbe6-860f-4d5b-96b9-9517b4a7a13a,979,Mitchell and Sons,2024-01-01 17:07:56,False
39fd7be3-10a3-4501-928a-2f15b12d10ea,921,Chapman Inc,2024-01-01 22:15:07,False
aebed031-3986-4621-a8e3-2d5c1d6a805f,607,Mitchell-Clark,2024-01-02 04:34:27,False
51a6c059-2bd1-4d4d-8696-80424496074e,545,Thompson Inc,2024-01-18 08:31:34,False
f076bbe4-5bb5-4a4c-8558-24cba4bb4d8d,292,Cooper LLC,2024-01-04 20:14:54,False
cb7f906f-0141-4338-a3ad-81e1835ae75a,688,Hicks PLC,2024-01-14 14:52:48,True
fc746660-43e1-4136-9631-8123846bca91,753,Lewis Inc,2024-01-01 18:41:49,False
840de6e2-c85a-488f-a96b-010dee433977,325,Shaw-Lopez,2024-01-14 08:16:36,False
3fe1676a-2c22-4108-b7f9-241284fa594e,267,"Morales, Riley and Jones",2024-01-15 06:06:48,False
a8ba2060-410a-4bf7-b5b9-8b3392f019b0,581,"Jones, Black and Rivera",2024-01-10 21:07:23,True
27312e5e-b354-4b65-b57d-b6f798cae0d8,171,Ryan Inc,2024-01-07 19:37:00,True
d7662c35-7252-4211-8bf7-c9842d08f48b,173,Moore-Holt,2024-01-04 05:09:36,False
32ddca38-2362-4fa6-91f4-ad566cf6e946,866,Ray-Lin,2024-01-05 11:39:43,False
eddcf195-8071-4fd4-b724-73e1b5e7f86b,113,Jones LLC,2024-01-03 18:53:37,False
f913d6c0-73bd-46b1-89ed-a0b50518788f,462,"Smith, Howard and Guerrero",2024-01-10 01:46:34,False
f675b0b3-76de-4a8f-9883-d873526a0913,97,Jones Ltd,2024-01-18 16:51:19,False
90ef14e9-20af-485f-acd6-d98cc59d3871,881,Wong LLC,2024-01-02 20:19:04,True
fa7ee901-3d73-409c-865a-2afdf875cc89,229,Cisneros LLC,2024-01-04 03:57:58,True
2bbac0b3-44f1-4931-92b3-cbe679b1e06f,531,"Pham, Thompson and Christian",2024-01-10 18:11:28,False
c04d66e0-81f2-443a-a8d4-3039028c64d2,351,"Robertson, Watts and Espinoza",2024-01-07 17:59:22,True
06fda64a-19a1-4fee-9ff4-62d737caf7c8,302,"Smith, Thomas and Hill",2024-01-09 20:47:48,True
dc600ea2-4a77-4b89-a8cb-ce024406d928,54,West and Sons,2024-01-15 17:07:06,False
e6a31950-e655-4cdc-88c5-98a83be088a0,707,Bass Ltd,2024-01-15 22:32:09,True
2fc10e33-c460-41e4-98d6-7cbb1ac9263b,760,Wright Ltd,2024-01-18 23:01:27,True
948176b3-98da-45ca-81a7-4fe68f32792a,467,Davidson PLC,2024-01-13 09:26:33,False
f79b1471-7110-4091-ac82-97061a9dfcba,882,Gonzalez Ltd,2024-01-05 10:48:12,True
85e1bd28-5b93-46f4-8a3a-8fc3307db85a,613,"Figueroa, Sosa and Snow",2024-01-13 01:15:16,False
b2b92c22-7cdb-4886-b556-9f04ca61d5e8,247,Cook Inc,2024-01-11 04:51:50,True
0d3f1fec-d545-4872-bdca-351973e9fd22,413,"Hicks, Berry and Potter",2024-01-03 15:49:38,True
11cd39d5-3992-443f-ad0f-96037378d493,939,"Cox, Zimmerman and Boyer",2024-01-07 23:17:05,False
e62d809c-ab46-4436-9ebc-df178e2fc5c5,783,Gray-Ellis,2024-01-16 01:06:16,False
d4fdb4f5-b63e-403b-a019-2d0f4a23b084,783,Lee Ltd,2024-01-08 17:47:16,True
50cc21e6-cfb7-47fa-95d1-30494819e53f,838,Hicks PLC,2024-01-14 03:20:35,True
621e3b1a-add5-4592-b6b0-e88fb6817e5a,852,Adams LLC,2024-01-11 06:21:13,False
c728925a-3f50-4267-84d7-52bc0beae046,820,"Miller, Cruz and Evans",2024-01-19 10:36:02,True
9be1823a-1e1e-4f9f-8033-fdfd6f86488a,7,Beard-Tyler,2024-01-08 12:30:14,False
4cde82db-ec96-4057-b7a0-bbbd89e6687d,65,Fernandez-Ortiz,2024-01-10 21:08:54,False
f2059bda-9836-410e-8748-b6ca97252101,963,Lee-Olson,2024-01-04 09:47:42,False
c0d91683-ba67-452e-8a23-2bae7c3e92e5,966,Jordan-Richardson,2024-01-19 02:41:52,False
0dcf5096-0119-4b64-856a-fbcaf972006b,650,"Eaton, Martin and Knox",2024-01-13 17:04:48,False
8ea01f49-8d31-47de-995b-2bf230f9a960,672,Hoffman-Foster,2024-01-10 00:45:04,True
1fbb6484-bf81-4103-b34f-b01582605ffb,932,Davis Ltd,2024-01-11 17:37:05,True
bb52f782-a6f4-422c-841c-0f4f42469ea4,42,Allen-Johnson,2024-01-09 00:58:23,False
db4a32d3-2724-446e-b6a1-39193706db61,247,Ware-Rivera,2024-01-04 15:15:45,True
96cccc72-1905-49b4-966d-e5d1fa56868c,652,Cochran-Campos,2024-01-16 10:26:26,False
f81b97d4-6344-4054-9511-e26cf01d1a19,39,"Sutton, Gonzalez and Soto",2024-01-18 23:06:32,True
0355d09b-e747-432d-97f3-ff6cb0d825e6,731,Zavala-Valencia,2024-01-10 01:41:04,True
be483900-5599-4c64-8d4f-ffb35c709fc9,531,"Jones, Mcmillan and Decker",2024-01-13 00:40:43,True
27d64fce-e1c0-45c0-9599-807bf925ba40,316,Jones-Wang,2024-01-06 01:30:22,False
3d0625da-c477-4f77-8084-43def9020b57,252,Lee LLC,2024-01-18 12:14:36,False
97d8445b-f8a8-4cb2-8a89-45ff0c462cad,456,"Rodriguez, Oconnor and Garcia",2024-01-02 04:29:00,False
e63614b3-95a0-405f-b13d-80624494e791,684,Wilson and Sons,2024-01-08 00:34:39,True
b5a28049-41a8-43c3-b59e-faeb48296f65,708,Rodriguez LLC,2024-01-02 11:22:10,False
5d95bcdb-1fd4-4b14-b778-3f5b828a8ecb,814,Potter-Santana,2024-01-19 16:59:00,True
86ccc448-9796-4479-97e6-328b9c4f5110,581,"Fernandez, Harris and Mooney",2024-01-01 11:56:39,True
a7abd1d2-72b7-42f2-9c14-6ee20929f8df,840,King PLC,2024-01-13 15:57:57,False
dbd8b9df-f3cc-4802-8470-3b1993883e63,998,"Collins, Ford and Gentry",2024-01-18 05:16:13,True
150c9240-36c1-474d-a042-dacd6b02aac6,903,Burns-Wright,2024-01-18 13:32:10,False
a8555b83-1feb-4ccd-8aaf-c1f4266c7597,904,Rodriguez Group,2024-01-17 23:19:35,True
a39968ed-1500-483d-aaf6-b5a3aeb171cf,478,Raymond Ltd,2024-01-08 13:44:22,False
07dcfd04-625f-4a44-9e61-d973ee3e7364,499,"Malone, Summers and Young",2024-01-04 18:42:32,False
c3291066-3d12-4e11-982d-070c22a55b57,166,Andrews LLC,2024-01-19 16:22:07,True
037db111-468a-493d-a0f4-d72b93c809a5,237,Wolf-Key,2024-01-07 18:13:15,True
a430e045-f91f-46e9-b36c-81f9d9445884,175,"Ross, Garcia and Lamb",2024-01-13 09:14:32,False
fd8bda90-4b93-464a-a206-e671bf12fca5,970,Weeks PLC,2024-01-05 01:49:02,True
74927504-8842-4d53-add2-0141a5456847,814,Morales Group,2024-01-16 05:48:56,False
9c14f935-8e02-46d4-afa4-954276c81096,638,Weaver-Long,2024-01-19 17:40:09,True
c130aa2f-3c9a-4552-aa73-032031c0d030,761,"Patterson, Hogan and Wilson",2024-01-15 02:07:44,False
a3e39bf1-c0e7-4457-be3e-6545ca28c6c9,925,Terry-Murillo,2024-01-02 21:30:24,True
4776cbab-71e6-41bf-b6b9-0f61b353fdfe,687,"Jimenez, Kim and Ortiz",2024-01-10 01:28:46,False
afc9d3fd-5b09-430f-8ab6-c8134129c472,305,"Stephens, Chaney and Williams",2024-01-02 22:10:36,False
2390fad9-66cb-4969-aa50-5b123403adee,677,Evans-Moore,2024-01-09 20:23:01,True
c9751935-31ca-4511-9055-fe38f5715cdc,795,Flores-Brown,2024-01-09 22:54:29,True
c5547e7c-ed71-4531-bf61-b29e303f544b,265,Martinez-Jackson,2024-01-02 21:44:04,False
e8cd52ca-6428-4e7d-b6ab-a37143db9a6b,463,"Wood, Brown and Grimes",2024-01-04 14:39:20,False
2a5872df-8ac9-4deb-aeb5-31d5bd36afda,367,Blanchard PLC,2024-01-18 08:51:29,True
1fa9fc79-3239-4f06-88c6-bf76bfbd5ebc,306,Knight-Morgan,2024-01-19 12:57:53,True
143a685c-0e66-4ff7-a913-10b79f533f96,958,Woods-Barry,2024-01-03 22:37:14,False
0df64012-71e2-473c-83c0-1138d813e3a8,170,Parrish and Sons,2024-01-02 11:19:23,False
d5c5d31d-75f4-4da8-b19d-dceeb287ebd1,944,Blackwell PLC,2024-01-07 15:05:18,False
4f1a2633-d9c3-4ebd-8afc-a8324912f088,253,Guerrero Group,2024-01-01 11:37:07,False
e7163d33-2a67-4a07-80c6-447b7dc4ef3d,137,Koch-Nielsen,2024-01-07 10:20:17,False
1100e66c-8b5f-4ca4-a0b0-290eac4e135a,105,"Brown, Fletcher and Morris",2024-01-20 05:49:01,False
80bb3ec5-0621-4521-88c4-4770165848e1,832,Harrison-Watson,2024-01-18 16:11:52,False
57965acf-f052-4cf6-9d41-7d846e97faf4,91,"Jenkins, Rodriguez and Gordon",2024-01-09 06:30:36,False
118a4415-b4ff-4afb-84cc-9c56e52e4f2c,907,Wood and Sons,2024-01-19 02:31:44,True
defb96ce-a379-4371-b34d-cf51a3e3cced,336,Macdonald-Browning,2024-01-03 11:49:12,True
